ZZZ3
RXRA
RXFP4
RXFP3
RXFP2
RUNX2
RUNX1
RSRC1
RSPO3
RREB1
RRAD
RPTOR
RPS6KB1
RPS6KA5
RPS10
RPL29
RPL27A
RPL21P7
RPL10
Rpgrip1l
RPGRIP1L
RPGRIP1
ROS1
RORC
RORA
ROD1
ROCK2
ROCK1
ROBO1
RNU1-1
RNR2
RNR1
RNPEP
RNF5
RNF145
RNF10
RND1
RNASEL
RNASEK
RNASE4
RMST
RLS
RLN3
RIC3
RHOV
RHOH
RHOC
RHOBTB1
RHO
RHEB
RGS7
Rgs7
RGS6
RGS2
RGS16
RFX7
RETN
RET
REPIN1
RENBP
REN
RELA
REG3A
RDBP
RBP4
RBMS1
RBM6
RBM33
Rbl2
RBL2
RBFOX1
RASGEF1B
RASAL2
RASA2
RARRES2
RARB
RARA
RAPSN
RAPH1
RAPGEF5
RAPGEF4
RAPGEF3
RAP1A
RAMP3
RAMP2
RALYL
RAGE
RAD51B
RAD51
RAD50
RAD21
RAC2
RAB3D
RAB27B
RAB21
QSER1
QRFPR
QPCTL
PYY2
PYY
PYROXD2
PYGM
PYGB
PXDNL
PWRN1
PTX3
PTPRN2
PTPRN
PTPRF
PTPRD
PTPRA
PTPN22
PTPN1
PTPMT1
PTHLH
PTH1R
PTH
PTGS2
PTGS1
PTGIS
PTGES2
PTGDR
PTER
PTEN
PTDSS2
PTCHD3
PTCH1
PTBP2
PSRC1
PSPH
PSMD9
PSMA6
PSMA3
PSIP1
PSG5
PSEN1
PSD3
PSC
PRSS3
PRSS23
PRRT1
PRRC2A
PRPF31
PRPF19
PROX1
PROCR
PROC
PRNP
PRLHR
PRL
PRKG1
PRKD1
Prkcq
PRKCH
PRKCD
PRKCA
PRKAR2B
PRKAR2A
PRKAR1B
PRKAR1A
PRKACB
PRKAB1
PRKAA2
PRKAA1
PRIM2
PRDX6
PRDM16
PRC1
PRAP1
PPYR1
PPY
PPT2
PPP3CC
PPP3CB
PPP3CA
PPP2R2A
PPP2CA
PPP1R3B
PPP1R3A
PPP1R2
PPP1R1B
PPP1R1A
PPM1K
PPIG
PPIE
PPARGC1B
PPARGC1A
PPARG
PPARD
Ppara
PPARA
PP13439
POU2AF1
POR
PON2
PON1
POMC
POLR1B
POLG2
POC5
PNRC1
PNPLA5
PNPLA4
PNPLA3
PNPLA2
PNPLA1
PNMT
PMP22
PMCH
PMAIP1
PLXND1
Plxna3
Plxna3
PLTP
PLSCR1
PLIN4
PLIN2
PLIN1
PLIN
PLG
PLEKHA7
PLEKHA5
PLD5
PLD1
PLCG1
PLCD3
PLCB1
PLAUR
PLAU
PLA2G7
PLA2G16
PKN2
PKM2
PKLR
PKHD1
PITPNA
PINK1
PIK3R5
PIK3R1
PIK3CG
PIK3CB
PIK3CA
PIK3C2A
PIGC
PICALM
PHTF1
PHOX2B
PHKA2
PHGDH
PHACTR1
PGS1
PGR
PGP
PGM3
PGM1
PGC
PFKP
PEX2
PER3
PER2
PER1
PEPD
PENK
PEMT
PEG10
PECAM1
PDX1
PDK4
PDK1
PDHA1
PDGFRA
PDE8B
PDE4D
PDE4B
PDE1C
PDE11A
PDE10A
PDCD1
PDC
PCYT2
PCYT1A
Pcsk9
PCSK9
PCSK2
PCSK1
PCK2
PCK1
PCDHA1
PCBD1
PBX4
PBEF1
PAX8
PAX6
PAX5
PARP1
PARK2
PARD3
PAPSS2
PAPPA2
PAPPA
PAG1
PADI4
PACS1
P2RY12
P2RY1
P2RX7
OXTR
OXT
OTP
OTOL1
OSBPL1A
OSBPL11
ORMDL3
OR8U8
OR8S1
OR7G3
OR7E24
OR7E13P
OR7E10P
OR7D4
OR6B2
OR5H4P
OR4P4
OR4N1P
OR4C6
OR4C45
OR2S2
OR1D5
OR1C1
OR14K1
OR10K1
OR10AD1
OPRM1
OPRL1
OPRD1
OPLAH
ONECUT2
OLFM4
OGG1
ODZ2
ODZ1
OAT
O3far1
O3FAR1
NUMB
NUFIP1
NUDT3
NUCB2
NUB1
NTSR1
NTRK2
NTF3
NT5C2
NSD1
NRXN3
NRIP1
NRG3
NRG1
NRF1
NR5A2
NR5A1
NR3C2
NR3C1
NR2F2
NR1I2
NR1H4
NR1H3
NR1H2
NR1D2
NR1D1
NR0B2
NQO1
NPY5R
NPY2R
NPY1R
NPY
NPSR1
NPS
NPR3
NPPC
NPPB
NPPA
NPIPL1
NPHS2
NPFFR2
NPC1L1
NPC1
NPC1
NPBWR1
NPAS2
NOX4
NOX3
NOVA2
NOTCH4
NOTCH2
NOS3
NOS2
NOS1AP
NOS1
NONO
NOM1
NOD2
NOD1
NNMT
NMU
NMBR
NMB
NLRP3
NLRC5
NLRC4
NLRC3
NKAIN2
NISCH
NID2
NGEF
NFKBIL1
NFKBIA
NFKB1
NFIL3
NFE2L3
NFE2L2
NFE2
NFATC2
NFATC1
NEUROG3
NEUROD1
NEU3
NEGR1
NEDD4L
NDUFS5
NDUFB3
NDUFA4
NDOR1
NDN
ND3
ND2
ND1
NCR3
NCOA6
NCOA3
NCOA2
NCAN
NAT2
NAT1
NAPEPLD
NAP1L5
NAMPT
NADSYN1
MYO5A
MYO1C
MYO16
MYLIP
Myl6
MYL2
MYH9
MYEOV
MYCBP
MYC
MYB
MVK
MUTYH
MUT
MUP
MUC1
MTTP
MTRR
MTR
MTOR
MTNR1B
MTNR1A
MTMR9
MTIF3
MTHFR
MTHFD1L
MTHFD1
MTCH2
MTA3
MTA1
MT2A
MT1X
MT1B
MSX2
MSX1
MSTN
MSRA
MSMO1
MSH6
MSH5
MSH2
MS4A2
MRPS33P4
MRPS22
MRPL9
MRAS
MRAP2
MPO
MMP9
MMP8
MMP7
MMP3
MMP2
MMP15
MMP12
MMP1
MMACHC
MMAB
MLXIPL
MLXIP
MLLT7
MLL3
MLH1
MKRN3
MKLN1
MKKS
MITF
MIR4721
MIR34A
MIR31
MIR210
MIR21
MIR19B1
MIR196A2
MIR1908
MIR148A
MIR146A
MIR136
MIF
MICC
MICAL2
MICA
MGST1
MGLL
MGEA5
MGAT1
MFSD1
MFGE8
MFAP4
MFAP3
MFAP2
METTL21C
METTL15
MERTK
MEPE
MEP1A
MEN1
MEFV
MEF2C
MED12
ME3
ME2
MDM2
MDD1
MDC1
MCOLN3
MCOLN2
MCM8
MCHR2
MCHR1
MCCC1
MC5R
MC4R
MC3R
MC2R
MC1R
MBOAT7
MBOAT4
MBNL1
MBL2
MAX
MATK
MAT1A
MARK3
Mar/08
Mar/02
MAPRE1
MAPK9
MAPK14
MAPK11
MAPK1
MAP3K7
MAP2K6
MAP2K5
MAP2K4
MAP2K3
MAOB
MAOA
MALAT1
MAGI3
MAGEL2
MAFB
MAF
MADD
LYZL1
LYST
LYPLAL1
Lyplal1
LY86
LY6G5B
LTF
LTC4S
LTA4H
LTA
LRRFIP1
LRRC61
LRP6
LRP5
LRP4
LRP2
LRP1B
LRP1
LRGUK
LPL
LPIN2
LPIN1
LPGAT1
LPAL2
LPA
LOC388630
LOC157273
LOC154822
LOC100506403
LOC100506380
LOC100288077
LOC100129150
LOC100128354
LMX1B
LMNA
LMBR1
LIPG
LIPF
LIPE
LIPC
LIPA
LINGO2
LINC00470
LINC00460
LIN7C
LIN28B
LIFR
LHX2
LHFPL3
LGR5
LGR4
LGALS13
LEPROTL1
LEPROT
LEPR
Lep
LEP
LEKR1
LECT2
LDLRAP1
Ldlr
LDLR
LCT
LCORL
LCN2
LCAT
LBP
LARP6
LAMB3
LAMA4
LAMA1
LALBA
LAG3
L3MBTL3
KSR2
KRT31
KRT18
KREMEN1
KRAS
KNG1
KLK3
KLHL31
KLHDC5
KLF9
KLF7
KLF6
KLF5
KLF2
KLF14
KLB
KIT
KIFAP3
KIF6
KIF3A
KIF2B
KIF18B
KIDINS220
KIAA1715
KIAA0020
KDR
KCTD15
KCNQ1
KCNN2
KCNMB2
KCNMA1
KCNK9
KCNK3
KCNK16
KCNJ5
KCNJ2
Kcnj11
KCNJ11
KCNE4
KCNE1
KATNAL1
KAT2B
JUN
JPH3
JAZF1
JAK2
JAK1
IVNS1ABP
IVL
ITPR2
ITLN1
ITIH4
ITGBL1
ITGB6
ITGB3
ITGB2
ITGAX
ITGA9
ITGA2B
ITGA2
IRX5
Irx5
IRX3
Irx3
IRS4
IRS2
IRS1
IRG1
IRF6
IRF3
IRF1
IQCK
IPF1
INSR
INSIG2
INSIG1
INS
INPPL1
INPP5E
INPP5D
INADL
IMPACT
IMPA1
IMMP1L
IL8
IL7R
IL6ST
IL6R
IL6
IL5RA
IL5
IL4R
IL4I1
IL4
IL33
IL2RA
IL28B
IL27
IL22
IL20
IL2
IL1RN
IL1RL1
IL1RAP
IL1R2
IL1R1
IL1B
IL1A
IL18RAP
IL18R1
IL18
IL17F
IL17A
IL16
IL15
IL13
IL12RB1
IL10RA
IL10
IKBKG
IGLV5-45
IGLL3P
IGKV2D-28
IGHVIII-38-1
IGHD1-14
IGFBP4
IGFBP3
IGFBP2
IGFBP1
IGF2R
IGF2BP3
IGF2BP2
IGF2BP1
IGF2
IGF1R
IGF1
IFNL4
IFNGR1
IFNG
Ifng
IFNA7
IFNA2
IFI30
IDI1
IDE
ID3
ICAM1
IARS2
IARS
HYOU1
HTT
HTRA1
HTR6
HTR5A
HTR3E
HTR3D
HTR3C
HTR3B
HTR3A
HTR2C
HTR2B
HTR2A
HTR1D
HTR1B
HTR1A
HSPD1
HSPB7
HSPA8
HSPA2
HSPA1L
HSPA1B
HSP90B2P
HSD3B2
HSD3B1
HSD17B12
HSD17B1
HSD11B1
HS6ST3
HRH1
HPSE
HPGDS
HP
HOXC8
HOXC13
HOXC12
HOXB5
HORMAD1
HNRNPK
HNF4G
HNF4A
HNF1B
HNF1A-AS1
HNF1A
HMOX1
HMGCS2
HMGCS1
HMGCR
HMGA2
HMGA1
HMG20A
HLN2
HLA-J
HLA-G
HLA-DRB5
HLA-DRB1
HLA-DRA
HLA-DQB1
HLA-DQA2
HLA-DQA1
HLA-DPB1
HLA-DPA1
HLA-C
HLA-B
HLA-A
HK1
HIVEP1
HIST1H1PS2
HIP1
HIF3A
HIF1AN
HIF1A
HHIP
HHEX
HGF
HFE
HERPUD1
HEBP1
HDAC9
HDAC5
HDAC1
HCRTR2
HCRTR1
HCRT
HCC
HCAR2
HBQ1
HBB
HBA1
HAVCR1
HAUS1
HADHA
HABP2
H6PD
H19
GZMH
GYS2
GYPA
GYG2
GTF3A
GSTT2
GSTT1
GSTP1
GSTO2
GSTO1
GSTM1
GSTK1
GSTA4
GSTA3
GSTA2
GSTA1
GSS
GSK3B
GSDMB
GRXCR1
GRN
GRLF1
GRK5
GRIN1
GRID1
GRIA3
GRB14
GPX7
GPX6
GPX5
GPX4
GPX3
GPX1
GPT
GPRC5B
GPR61
GPR50
GPR42
GPR39
GPR162
Gpr158
GPLD1
GPI
GPD2
GPC5
GPAM
GP2
GP1BA
GOT1
GNRH1
GNPDA2
GNPDA1
GNMT
GNL3
GNGT2
GNB3
GNAT3
GNAT2
GNAS
GNAQ
GLP1R
GLIS3
GLIPR1
GLI2
GLA
GJA4
GIPR
GIP
GHSR
GHRL
GHR
GH1
GGTLC5P
GGT1
GGH
GGA3
GFPT1
GFOD2
GFER
GDPD4
GDNF
GDF5
GDAP1
GCLC
Gckr
GCKR
GCK
GCGR
GCG
GC
GBE1
GATA4
GATA2
GAST
GAS6
GALR1
GALNT2
GALNT10
GAL
GAD2
GABRA6
GABRA2
GABPB1
GABBR1
GABARAP
G6PD
G6PC2
G6PC
G2E3
FUT6
FUT3
FUS
FURIN
Fto
FTO
FSTL4
FSHR
FSHB
FRAS1
FPH1
FPGT-TNNI3K
FOXP2
FOXP1
FOXO4
FOXO3A
FOXO3
FOXO1A
FOXO1
FOXL1
FOXF1
FOXE1
FOXC2
FOXA3
FOXA2
FNDC5
FN3KRP
FMO3
FLRT2
FLJ42280
FLJ33534
FKBP5
FIGF
FHL5
FHIT
FH
FGL1
FGG
FGFR3
FGFR2
FGFR1
FGF5
FGF21
FGF2
FGB
FGA
FFAR3
FERMT2
FER1L4
FDFT1
FBN3
FAT1
FASN
FAS
FANCL
FANCA
FAM9B
FAM71F1
FAM60A
FAM54A
FAM50B
FAM3C
FAM120AOS
FAIM2
FAHD2A
FADS3
FADS2
FADS1
FABP5
FABP4
FABP3
FABP2
FABP1
FAAH
F9
F7
F5
F3
F2RL1
F2
F13A1
F11R
EZH2
EXT2
EXOSC4
EXOC4
ETV5
ETV3
ETS2
ESYT3
ESYT2
ESRRG
ESRRA
ESR2
ESR1
ERCC4
ERCC2
ERCC1
ERBB4
ERBB2
ERAP2
EPHA6
EPAS1
ENTPD6
ENPP1
ENPEP
ENG
EN2
ELP4
ELP3
ELOVL5
ELOVL3
ELOVL2
EIF4EBP1
EIF2S1
EIF2B4
EIF2AK4
EGR3
EGR2
EGFR
EGFL8
EFEMP1
EDNRB
EDNRA
EDN3
EDN2
EDN1
EDIL3
ECE1
EBI3
EBF1
DUSP9
DUSP1
DRG1
DRD4
DRD3
DRD2
DRAM1
DPP4
DPP10
DOK5
DOCK5
DNMT3B
DNMT3A
DNMT1
DNM3
DNASE1
DNAJC27
DNAJC19
DNAJB6
DLK1
DLD
DIP2C
DIO2
DHFR
DHCR7
DGKG
DGKB
DGAT2
DGAT1
DEPTOR
DENND1B
DENND1A
DEFB126
DDX60L
DDX5
DDAH2
DDAH1
DCLK3
DCDC5
DCD
DBP
DBH
DARC
DACH1
DAB2IP
DAB1
CYTB
CYP7B1
CYP7A1
CYP51A1
CYP4F11
CYP46A1
CYP3A5P1
CYP3A5
CYP3A4
CYP2W1
CYP2R1
CYP2J2
CYP2E1
CYP2D6
CYP2C9
CYP2C8
CYP2C19
CYP2B6
CYP2A6
Cyp2a5
CYP27B1
CYP27A1
CYP24A1
CYP21A2
CYP1B1
CYP1A2
CYP1A1
CYP19A1
CYP17A1
CYP11B2
CYP11B1
CYP11A1
CYBA
CYB5R4
CYB5A
CXCR7
CXCR4
CXCR1
CXCL9
CXCL12
CXCL11
CXCL10
CXADR
CX3CR1
CUX2
Cux1
CTSZ
CTSS
CTRL
CTNNBL1
CTNNB1
CTNNA3
CTLA4
CTHRC1
CTH
CTGF
CTF1
CTCF
CTBP2
CSTA
CST3
CSNK1D
CSMD3
CSMD1
CSK
CSF3
CSF2
CSDC2
CRYGFP
CRY2
CRY1
CRTC3
CRTC1
CRPP1
CRP
CRK
CRHR2
CRHR1
CRHBP
CRH
CREB3
CREB1
CRB1
CPT2
CPT1B
CPT1A
CPS1
CPPED1
CPNE5
CPEB4
CPE
CP
COX8A
COX18
CORIN
COMT
COL9A3
COL9A2
COL7A1
COL6A5
COL5A2
COL4A3
COL4A1
COL2A1
COL21A1
COL18A1
COL15A1
COG2
COBLL1
CNTNAP2
CNTF
CNR2
CNR1
CNPY2
CNPY1
CNNM2
CNDP2
CNDP1
CNBP
CMTM7
CMKLR1
CMIP
CLU
CLPS
CLOCK
CLN3
CLIP1
CLIC1
CITED2
CISH
CIMT
CILP2
CIDEA
CHURC1
CHUK
CHST8
CHST11
CHRNB4
CHRNB3
CHRNB2
CHRNA6
CHRNA5
CHRNA4
CHRNA3
CHRNA2
CHRM3
CHMP4A
CHI3L1
CHDH
CHCHD9
CHCHD5
CHAC1
CGB5
CGA
CFTR
CFH
CFD
CFB
CETP
CES2
CES1
CEP120
CELSR2
CELF4
CELF1
CEBPD
CEBPB
CEBPA
CEACAM3
CDX2
CDKN2B-AS1
CDKN2B
CDKN2A
CDKAL1
CDK5
CDK4
CDH13
CDH12
CDH11
CDH1
CDC42
CDC123
CD81
CD59
CD40LG
CD40
CD4
CD36
CD33
CD163
CD14
CCT
CCRN4L
CCR9
CCR7
CCR6
CCR5
CCR3
CCR2
CCR2
Ccnl1
CCNL1
CCND1
CCL7
CCL5
CCL4
CCL3
CCL22
CCL20
CCL2
CCL17
CCL11
CCKAR
CCK
CCHCR1
CCDC57
CBY1
CBX5
CBS
CBLN4
CBL
CBARA1
CAV1
CAT
CASR
CASP8
CARTPT
CARD9
CAPN5
CAPN13
CAPN10
CAMTA1
CAMK1D
CALM3
CALM2
CALD1
CALCRL
CALCR
CADM2
CADM1
CAD
CACNB2
CACNA2D3
CACNA1D
Cacna1b
CACNA1A
CAB39
CA10
C9orf93
C9orf46
C9orf3
C7orf49
C6orf47
C6orf27
C6orf25
C6orf15
C6orf106
C6orf105
C6orf10
C6
C5orf41
C5AR1
C5
C4orf32
C4BPA
C4B
C3
C2orf16
C2CD4B
C2CD4A
C2
C1QL1
C19orf80
C18orf1
C17orf81
C16orf62
C15orf2
C14orf145
C12orf43
C12orf39
C11orf10
C10orf32
C10orf107
BUD13
BTNL2
BTN1A1
BTC
BSCL2
BRSK1
BRCA2
BRCA1
BRAP
BRAF
BPI
BMPR2
BMPR1A
BMP7
BMP2
BLK
BLACE
BHMT2
BHMT
BGLAP
BEST1
Bdywt
BDNF-AS1
BDNF
BDKRB2
BCL7B
BCL6
BCL2L2
BCL2L15
BCL2A1
BCL2
BCL11B
BCL11A
BCHE
BCDIN3D
BCAT2
BCAT1
BBS9
BBS7
BBS5
BBS4
BBS2
BBS10
BBS1
BAT2
BAS
BAMBI
BAI3
BACH2
BACE1
B3GNT2
AZGP1
AXL
AVPR1B
AVPR1A
AVP
ATXN7
ATXN3
ATXN2L
ATXN2
ATXN1
ATP8A1
ATP6V0A2
ATP6AP2
ATP6
ATP6
ATP5SL
ATP5G2
ATP2B1
ATP2A3
ATP2A1
ATP1A4
ATN1
ATG16L1
ATF6
ATF3
ASZ1
ASTN2
ASS1
ASPN
ASPM
ASNS
ASL
ASCL1
ASCC1
ARRB1
ARNTL2
ARNTL
ARNT2
ARL6IP1
ARL6
ARL15
ARID5B
ARID4B
ARID3B
ARHGEF12
ARHGEF11
ARHGAP11A
ARG1
Arfrp1
ARAP1
AR
AQP7
APTX
APPL2
APPL1
APP
APOM
APOL3
APOL1
APOH
APOE
APOC4
APOC3
APOC2
APOC1
APOBR
APOB
APOA5
APOA4
APOA2
APOA1
APLNR
APLN
APEX1
APCS
AP3S2
AP2B1
ANXA9
ANXA5
ANP32A
ANKRD33
ANKK1
ANKH
ANGPTL4
ANGPTL3
ANGPT2
ANGPT1
AMY2B
AMY2A
AMY1A
AMPD1
AMD1
AMAC1L2
ALX4
ALPP
ALPL
ALOX5AP
ALOX5
ALOX15
ALOX12B
ALOX12
ALMS1
ALDH3A2
ALDH2
ALDH1B1
ALDH1A2
ALB
ALAS1
AKTIP
Aktip
AKT3
AKT2
AKT1
AKR1C4
AKR1C2
AKR1C1
AKR1B1
AKAP6
AIF1
AHSG
AHR
AHI1
AGTR2
AGTR1
AGTPBP1
AGT
AGRP
AGRN
AGPAT6
AGPAT2
AGPAT1
AGMO
AGER
AGBL2
AGA
AFP
ADRB3
ADRB2
ADRB1
ADRA2B
ADRA2A
ADRA1B
ADRA1A
ADPN
ADORA3
ADORA2A
ADORA1
ADM
ADK
ADIPOR2
ADIPOR1
Adipor1
ADIPOQ
Adipoq
Adig
ADH1B
ADD1
ADCYAP1
ADCY9
ADCY5
ADCY3
ADARB2
ADARB1
ADAMTSL3
ADAMTS9-AS2
ADAMTS9
ADAMTS3
ADAMTS13
ADAMTS1
ADAM23
ADAM17
ADAM11
ADA
ACTR3C
ACTR2
ACTN4
ACTN3
ACTN2
ACTL9
ACTG1
ACSM3
ACSM2B
ACSM1
ACSL5
ACSL4
ACSL1
ACP1
ACOXL
Acoxl
ACOX1
ACLY
ACHE
ACE2
ACE
ACAT2
ACAT1
ACAN
ACADVL
ACADSB
ACADS
ACADM
ACACB
ACACA
ACAA2
ABR
Abo
ABO
ABI2
ABCG8
ABCG5
ABCG2
ABCG1
ABCC9
ABCC8
ABCC3
ABCC2
ABCB6
ABCB5
ABCB11
ABCB1
ABCA7
ABCA1
AATF
AACS
A4GALT
A2BP1
